# 2D array, first index is level of noise, second index is mpol.
# Values of noise: [0.01 0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5 ]# Values of policy: ['1scale', '1scale', '1scale', '2scales']# Values of mpol1: [4 1 2 1]# Values of mpol2: [4 4 4 2]
9.071428571428571397e-01	6.630612244897958973e+00	4.333673469387755439e+00	2.348979591836734659e+00
5.258163265306122547e+00	1.491020408163265358e+02	5.911224489795918302e+00	1.377346938775510132e+01
1.140102040816326578e+01	1.129357142857142833e+02	1.298469387755102034e+01	2.305612244897959329e+01
6.464285714285714413e+00	2.652530612244897839e+02	1.322346938775510239e+01	3.385816326530612486e+01
8.608163265306123080e+00	1.072928571428571445e+02	3.095102040816326650e+01	5.703673469387754835e+01
1.001530612244897966e+01	2.570469387755102275e+02	3.289897959183673493e+01	5.383265306122449090e+01
9.654081632653062073e+00	2.472357142857142946e+02	2.903673469387755190e+01	6.798979591836734926e+01
8.123469387755102744e+00	1.958397959183673436e+02	3.703163265306122298e+01	7.722142857142857508e+01
9.306122448979591510e+00	2.878714285714285666e+02	4.345102040816326650e+01	7.342448979591836178e+01
1.239387755102040778e+01	3.499183673469387941e+02	5.426632653061224687e+01	6.590612244897958760e+01
1.594795918367347021e+01	3.864285714285714448e+02	4.970918367346938993e+01	9.272142857142857508e+01
