# 2D array, first index is level of noise, second index is mpol.
# Values of noise: [0.01 0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5 ]# Values of policy: ['1scale', '1scale', '1scale', '2scales']# Values of mpol1: [4 1 2 1]# Values of mpol2: [4 4 4 2]
1.016001260204081610e+07	1.281977346938775554e+04	1.059343887755102041e+05	8.457448979591836746e+01
1.185334803571428545e+07	6.547742755102040974e+04	2.169631381632653065e+06	1.268524244897959143e+05
3.014137071938775480e+07	2.419825673469387693e+05	2.580626692857143003e+06	1.648456367346938641e+05
5.012272883673469722e+07	2.742934510204081889e+05	2.192006520408163313e+06	3.521939857142856927e+05
5.588006931122449040e+07	2.839041795918367570e+05	5.094078730612244457e+06	4.153444438775510062e+05
8.060276664285714924e+07	6.533603326530612539e+05	4.632085762244897895e+06	3.411348102040816448e+05
8.297343625000000000e+07	5.535124234693878097e+05	7.149847561224489473e+06	4.513629581632653135e+05
8.771477546428571641e+07	6.692016377551020123e+05	6.938430774489795789e+06	6.965003724489796441e+05
9.584278554591836035e+07	9.743169479591837153e+05	7.257642293877551332e+06	7.930001224489796441e+05
1.073574664948979616e+08	7.668404020408163778e+05	8.284601221428571269e+06	9.536037714285714319e+05
9.787478806632652879e+07	9.219040510204081656e+05	1.089061045102040842e+07	1.128463403061224381e+06
