# 2D array, first index is level of noise, second index is mpol.
# Values of noise: [0.01 0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5 ]# Values of policy: ['1scale', '1scale', '1scale', '2scales']# Values of mpol1: [4 1 2 1]# Values of mpol2: [4 4 4 2]
1.422401764285714366e+07	5.202569961224489845e+06	2.721231748979591765e+06	9.215529081632652378e+04
9.516545137244898081e+07	1.037463508061224408e+07	6.790365666326530278e+06	1.083401723469387740e+06
1.327574980000000000e+08	1.734995104183673486e+07	9.829609329591836780e+06	3.249884235714285634e+06
1.452881802091836631e+08	1.488685642244897969e+07	2.037003122959183529e+07	4.901706620408163406e+06
1.483361839897959232e+08	1.975507906122449040e+07	2.576495591020408273e+07	5.297937438775510527e+06
1.811868914030612111e+08	1.479323795510204136e+07	3.223199882653061301e+07	4.212296355102040805e+06
1.987975799132653177e+08	2.296019366020408273e+07	2.878419991632653028e+07	4.714608812244897708e+06
1.960882432193877697e+08	1.984252126326530427e+07	3.691887003979592025e+07	7.191897372448979877e+06
2.248749455918367207e+08	2.315333950918367505e+07	3.336908557346938923e+07	7.181721145918367431e+06
2.306322860663265288e+08	2.276924454591836780e+07	4.981343064081632346e+07	7.927773322448979132e+06
2.543389821377550960e+08	2.242754942346938699e+07	4.554235975510203838e+07	8.769660538775511086e+06
