# 2D array, first index is level of noise, second index is mpol.
# Values of noise: [0.01 0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5 ]# Values of policy: ['1scale', '1scale', '1scale', '2scales']# Values of mpol1: [4 1 2 1]# Values of mpol2: [4 4 4 2]
3.897959183673469497e-01	2.121792857142856974e+03	1.659183673469387665e+00	1.836265306122448919e+02
1.282653061224489743e+00	2.136274489795918271e+03	6.784693877551020158e+00	4.024612244897959386e+02
2.432653061224489655e+00	2.189625510204081820e+03	1.522857142857142776e+01	4.324653061224489647e+02
3.873469387755101856e+00	2.210625510204081820e+03	2.462142857142857011e+01	3.916836734693877702e+02
4.452040816326531036e+00	2.125159183673469215e+03	4.301428571428571246e+01	4.048255102040816382e+02
4.257142857142857117e+00	2.234516326530612332e+03	3.515510204081632395e+01	4.112816326530612514e+02
5.757142857142857117e+00	2.117527551020408282e+03	4.882244897959184016e+01	4.219795918367346985e+02
5.305102040816326969e+00	2.240098979591836724e+03	5.218775510204081769e+01	4.433551020408163481e+02
6.172448979591837137e+00	2.087202040816326644e+03	3.450408163265306172e+01	4.681499999999999773e+02
6.217346938775509813e+00	2.187053061224489738e+03	4.204285714285714448e+01	4.467704081632653015e+02
6.865306122448979309e+00	2.335003061224490011e+03	3.750408163265306172e+01	4.596122448979591582e+02
