# 2D array, first index is level of noise, second index is mpol.
# Values of noise: [0.01 0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5 ]# Values of policy: ['1scale', '1scale', '1scale', '2scales']# Values of mpol1: [4 1 2 1]# Values of mpol2: [4 4 4 2]
7.061224489795918657e-01	2.992244897959183803e+01	2.255102040816326703e+00	9.238775510204082053e+00
1.454081632653061229e+00	2.841020408163265287e+01	4.304081632653061540e+00	5.324489795918367463e+00
7.005102040816326259e+00	1.451653061224489818e+02	1.441020408163265287e+01	2.707448979591836746e+01
7.983673469387754906e+00	6.262755102040816269e+01	1.526836734693877595e+01	2.160714285714285765e+01
7.967346938775509813e+00	1.660479591836734699e+02	2.099693877551020549e+01	6.766938775510203641e+01
8.067346938775509457e+00	2.463591836734693743e+02	2.260102040816326507e+01	3.938673469387754977e+01
1.187857142857142811e+01	2.402530612244897839e+02	2.980510204081632608e+01	7.859285714285714164e+01
7.742857142857142883e+00	2.969663265306122639e+02	3.942346938775510523e+01	7.669591836734693402e+01
1.006326530612244952e+01	3.033877551020408418e+02	4.501836734693877418e+01	8.009795918367346701e+01
9.334693877551019980e+00	3.363346938775510466e+02	4.151632653061224687e+01	9.433979591836734357e+01
8.676530612244897966e+00	3.154163265306122526e+02	5.149897959183673635e+01	9.510714285714286120e+01
