# 2D array, first index is level of noise, second index is mpol.
# Values of noise: [0.01 0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5 ]# Values of policy: ['1scale', '1scale', '1scale', '2scales']# Values of mpol1: [4 1 2 1]# Values of mpol2: [4 4 4 2]
5.418673387755102478e+06	5.271427765510204434e+07	3.167997998979591765e+06	1.953725110306122527e+07
3.793071371428571641e+07	5.255172404081632942e+07	9.488334229591837153e+06	1.794412970918367431e+07
3.996271623469387740e+07	5.352105537551020086e+07	1.163783872653061152e+07	1.860127483061224595e+07
5.858940600510203838e+07	5.258612706122449040e+07	1.473871821530612186e+07	1.932231156428571418e+07
8.128010081632652879e+07	5.352350429285714030e+07	1.914578221938775480e+07	1.850993993367347121e+07
8.703744129081632197e+07	5.150519015816326439e+07	2.106126092755101994e+07	1.840604330918367207e+07
1.012614589336734712e+08	5.298696926122449338e+07	2.784018624285714328e+07	1.934198361836734787e+07
1.046481298010204136e+08	5.365284635816326737e+07	2.699115237346938625e+07	2.040928147857142985e+07
1.066801323214285672e+08	5.323305998979591578e+07	2.284479634081632644e+07	1.967758338877550885e+07
1.124374727959183604e+08	5.311692186734694242e+07	2.435916616836734861e+07	1.865027901836734638e+07
1.151468094897959232e+08	5.356666670204081386e+07	3.527684227040816098e+07	1.969961896734694019e+07
